,type,longitude,latitude
163,other,114.0935427,22.541989
164,hospital,113.8936018,22.5650996
165,other,114.108484,22.541359
166,other,113.9327853,22.5197536
167,bar,113.9333942,22.5211213
168,other,113.932526,22.5209817
169,bar,113.9292047,22.5301078
170,bank,113.9250479,22.5302921
171,atm,113.9250452,22.5304233
172,atm,113.9277193,22.5307034
173,atm,113.929337,22.5326136
174,other,113.9282559,22.5297223
175,other,113.9275532,22.5303144
176,other,113.9253833,22.5292094
177,other,113.927556,22.5304655
178,cafe,113.9249406,22.5298534
179,other,113.9281272,22.5285752
180,other,113.927556,22.530686
181,bank,113.9258097,22.5209263
182,bank,113.9259231,22.5210147
183,other,113.9322781,22.5197428
184,fast_food,113.9240209,22.521443
185,cafe,113.9239134,22.5293149
186,other,113.9202126,22.5316574
187,post_office,113.9292594,22.5354027
188,bank,113.9313164,22.5360298
189,parking,113.9668364,22.5405309
190,restaurant,113.9291323,22.5404463
191,restaurant,113.9360978,22.5332137
192,other,114.2141818,22.703347
193,other,114.2228477,22.6934061
194,other,114.2234804,22.6933578
195,toilets,114.2118501,22.7022167
196,other,114.2433047,22.7281121
197,other,114.2151792,22.6993545
198,other,114.2147801,22.703258
199,bicycle_rental,114.2140228,22.7023721
200,fast_food,114.2437446,22.7267726
201,other,114.2197703,22.7057597
202,toilets,114.2194648,22.6955469
203,restaurant,114.0485114,22.537715
204,pub,114.0484084,22.5377109
205,ice_cream,114.0488832,22.5359731
206,restaurant,114.0485645,22.5386213
207,restaurant,114.0552623,22.5392569
208,cafe,114.1869525,22.6499076
209,other,114.187438,22.6491387
210,cinema,114.1873061,22.6516776
211,restaurant,114.186782,22.651283
212,atm,114.2128758,22.7159393
213,toilets,114.2134268,22.6993191
214,cafe,114.1048141,22.5449529
215,toilets,114.0962441,22.546303
216,toilets,114.0992698,22.5449902
217,bicycle_rental,114.2066442,22.6997278
218,toilets,114.2108825,22.6962185
219,other,114.3095222,22.6002505
220,other,113.9179581,22.488295
221,hospital,114.1344145,22.6192026
222,fuel,113.9489252,22.5816455
223,bar,113.9284041,22.4807206
224,other,113.901791,22.4981748
225,other,113.8997034,22.490838
226,restaurant,114.0481343,22.538959
227,parking_entrance,114.0435534,22.5397981
228,parking_entrance,114.0421828,22.5410472
229,parking,113.9610077,22.5608151
230,other,114.0304602,22.5676601
231,fountain,113.9337324,22.5187081
232,school,113.9896472,22.5329494
233,parking_entrance,113.9335728,22.5190955
234,parking_entrance,113.933099,22.5194589
235,cinema,113.9248937,22.522415
236,other,113.9242258,22.5216816
237,other,113.9256114,22.522841
238,cafe,113.924671,22.5228809
239,toilets,113.929288,22.5299466
240,fountain,113.92402,22.5322005
241,toilets,113.9109386,22.547782
242,school,113.9777334,22.5667147
243,kindergarten,113.8822827,22.4841385
244,parking,113.8815628,22.4839921
245,bank,113.9264051,22.5218922
246,cinema,113.9332824,22.5202717
247,other,114.0522309,22.6052461
248,other,114.0548194,22.6035555
249,atm,113.9212026,22.5299594
250,bank,113.919044,22.53019
251,other,113.9238403,22.5298693
252,bicycle_rental,113.9894359,22.5243686
253,other,113.9895513,22.5243562
254,other,114.1278813,22.5411206
255,other,114.0616145,22.6474946
256,fast_food,113.8630842,22.5693764
257,other,113.86324,22.5694859
258,fast_food,113.864169,22.5704418
259,fast_food,113.8640115,22.5702556
260,other,113.8640911,22.5703569
261,parking,113.8633954,22.5708917
262,parking,113.8631908,22.5706126
263,parking,113.8637492,22.569963
264,other,113.8595515,22.5774784
265,bus_station,113.8800096,22.593276
266,cafe,113.9241107,22.530462
267,other,113.9574924,22.521675
268,other,113.8833522,22.5576997
269,fast_food,113.8832817,22.5578559
270,fast_food,113.8803514,22.5613307
271,bar,113.8747465,22.5592042
272,parking_entrance,114.2998432,22.6017954
273,parking_entrance,114.2984776,22.5997168
274,other,114.0436803,22.5344907
275,fuel,113.8624272,22.5805437
276,atm,113.9262099,22.5348436
277,other,113.9722937,22.5369428
278,other,113.9707393,22.534146
279,other,113.969996,22.5354838
280,other,113.966105,22.5370377
281,other,113.9649176,22.5383151
282,other,113.9645394,22.5384307
283,bank,114.0635149,22.5343324
284,bank,114.0623389,22.5372052
285,bank,114.0637959,22.5361185
286,bank,114.0635436,22.5330017
287,other,114.0636988,22.5350917
288,bank,114.0635145,22.5344157
289,other,114.0560252,22.6242565
290,parking_entrance,113.8747076,22.5514811
291,parking_entrance,113.8752987,22.5515892
292,other,114.049955,22.718621
293,other,114.2246367,22.7045121
294,fuel,114.0534823,22.5640953
295,other,114.0543197,22.5555987
296,other,114.2281494,22.7312326
297,cinema,114.2276244,22.7312554
298,other,114.2285242,22.729096
299,fast_food,114.2277984,22.7252883
300,fast_food,114.2330875,22.7229969
301,other,114.2328542,22.7228948
302,post_office,114.208149,22.7106662
303,parking_entrance,113.9971395,22.6428715
304,other,114.1966465,22.5740369
305,school,114.0752019,22.5325457
306,school,114.0768915,22.5621323
307,taxi,113.9181374,22.5524924
308,bar,114.0910111,22.5407034
309,other,113.9637178,22.5337559
310,other,114.1160415,22.5498413
311,other,114.0841432,22.5492689
312,bank,114.0563322,22.5386905
313,cafe,114.0564653,22.5393801
314,cafe,114.2163404,22.7049552
315,charging_station,113.9626296,22.5285433
316,fuel,113.9221219,22.5549252
317,fuel,113.9746356,22.5559689
318,other,114.296868,22.5975266
319,other,114.0517298,22.5727514
320,other,114.0281213,22.5605873
321,restaurant,114.0311972,22.5590051
322,restaurant,114.0352352,22.5591304
323,marketplace,114.035191,22.5589795
324,clinic,114.0327979,22.5580079
325,restaurant,114.0270822,22.560148
326,restaurant,114.0269508,22.5601158
327,restaurant,114.0267604,22.5600737
328,pharmacy,114.0265726,22.560039
329,fast_food,113.9002488,22.5136338
330,cafe,113.910294,22.48692
331,bar,114.0611141,22.5380844
332,other,113.8617783,22.5704265
333,charging_station,114.0495169,22.6218447
334,other,114.06049,22.72994
335,bus_station,114.0247801,22.6728522
336,other,113.896782,22.784021
337,taxi,113.9442236,22.5070116
338,restaurant,114.0484903,22.5382361
339,restaurant,114.0619855,22.6519922
340,bank,114.1441617,22.5506985
341,parking,114.1447206,22.5507362
342,cafe,114.3037008,22.5992623
343,restaurant,114.3040604,22.5996749
344,other,114.3061813,22.6008452
345,restaurant,114.1443736,22.5545536
346,other,114.1443736,22.5543885
347,restaurant,114.1439579,22.5543061
348,parking,114.1441368,22.5545877
349,restaurant,114.1441937,22.5543587
350,atm,114.1436286,22.5528005
351,restaurant,114.1436327,22.5525715
352,other,114.1451288,22.5532774
353,restaurant,114.1433888,22.5529244
354,other,114.1434985,22.5545764
355,other,114.1435229,22.55446
356,other,114.1435351,22.5543474
357,other,114.1435067,22.5538518
358,other,114.1434782,22.5537129
359,marketplace,114.1429091,22.5523763
360,other,114.143279,22.5521885
361,restaurant,114.143279,22.5521285
362,restaurant,114.1421407,22.5491839
363,parking,114.1416457,22.5477693
364,pharmacy,114.1431681,22.5501543
365,other,114.1430794,22.5500638
366,post_office,114.1440414,22.5502492
367,restaurant,114.1418138,22.5479202
368,other,114.1424925,22.5500654
369,clinic,114.1411787,22.5470792
370,restaurant,114.1425283,22.5443619
371,parking,114.1437301,22.5446211
372,school,114.147906,22.5473257
373,parking,114.1476264,22.5441388
374,atm,114.1482104,22.5443872
375,atm,114.1481927,22.5448513
376,school,114.1502686,22.5514037
377,kindergarten,114.1525371,22.5568253
378,other,114.4225044,22.6037108
379,place_of_worship,113.8234478,22.7281947
380,fuel,113.810879,22.7147953
381,other,113.9263734,22.5456268
382,place_of_worship,113.9175985,22.5478812
383,school,113.8390153,22.7535912
384,cafe,113.9285791,22.5371553
385,cafe,113.9292581,22.5374125
386,restaurant,114.1259973,22.5541012
387,restaurant,114.1252332,22.5521378
388,other,114.1266135,22.5509541
389,other,113.8614765,22.5712471
390,fast_food,114.0934879,22.5685502
391,other,114.0882753,22.5498919
392,other,114.117377,22.6042727
393,other,114.1175084,22.604451
394,other,114.1223176,22.6006011
395,fast_food,114.1220896,22.6006153
396,restaurant,114.1222652,22.6007803
397,other,114.1157265,22.6012693
398,fast_food,114.1173443,22.5998649
399,other,114.1169174,22.6010923
400,parking,114.1182803,22.5999152
401,bank,114.1165095,22.601583
402,toilets,113.7693895,22.7301073
403,toilets,113.7710023,22.7315947
404,bicycle_rental,113.9932182,22.5300694
405,fuel,113.8002045,22.6722688
406,toilets,114.0443764,22.6821111
407,toilets,114.0723687,22.6913348
408,kindergarten,114.2388346,22.7138348
409,kindergarten,114.4168825,22.6301207
410,kindergarten,114.4120487,22.6301228
411,shelter,114.2374154,22.7258725
412,other,114.2357428,22.7149221
413,other,114.2178657,22.7215499
414,other,114.1780711,22.5663411
415,other,114.1374696,22.5440156
416,other,114.0848196,22.5526671
417,other,114.0875537,22.5540851
418,other,114.0876315,22.5541594
419,bank,114.0862903,22.5533921
420,bank,114.0877709,22.5543055
421,bar,114.0866283,22.5532825
422,bank,114.0870333,22.5535847
423,other,114.110877,22.5314461
424,restaurant,114.1108493,22.5316538
425,other,114.1111389,22.5315002
426,other,114.1113644,22.530539
427,other,114.1113066,22.5308358
428,bus_station,114.1110748,22.5309597
429,other,114.1112212,22.531324
430,restaurant,114.1112822,22.5310724
431,other,114.0376593,22.6136095
432,other,114.0361516,22.6121197
433,other,114.0402783,22.612711
434,other,114.0406155,22.5107267
435,bank,114.091709,22.542781
436,bus_station,114.140279,22.666803
437,restaurant,113.9340806,22.5200207
438,vending_machine,114.0830266,22.5468439
439,other,113.7979995,22.7657924
440,other,113.7871119,22.7121701
441,other,113.7883278,22.7125396
442,shelter,113.9679195,22.6556468
443,taxi,114.0169483,22.5306862
444,parking,114.0172,22.5301386
445,other,114.02335,22.5252521
446,other,114.0234075,22.5253371
447,other,114.0230479,22.5254445
448,other,114.0235086,22.5254683
449,other,114.0235664,22.5255439
450,other,114.0235318,22.5255032
451,other,114.0237516,22.5257902
452,other,114.0855246,22.5481677
453,other,114.0588422,22.6262167
454,other,113.8982495,22.5679731
455,other,113.9282104,22.5446776
456,other,113.9867164,22.5264762
457,other,113.985879,22.5251644
458,bicycle_rental,114.0384477,22.5154856
459,fuel,113.8964374,22.5166245
460,bank,114.0461114,22.5121282
461,bank,114.0511698,22.5115855
462,bank,114.0518481,22.5114361
463,fast_food,114.0531421,22.5116963
464,other,114.0381466,22.5242329
465,fast_food,114.0429252,22.5241987
466,bank,114.0482317,22.525987
467,bank,114.047545,22.5254518
468,clinic,114.0457855,22.5167701
469,other,114.0458606,22.5170575
470,other,114.0471928,22.5113978
471,other,114.0442531,22.5111996
472,other,114.0416621,22.512716
473,fast_food,114.0413683,22.5243641
474,toilets,113.9285223,22.4807775
475,other,113.9251135,22.4864398
476,other,114.055978,22.5156406
477,toilets,114.0556312,22.5155099
478,other,113.8462695,22.6231688
479,other,113.8601807,22.6023519
480,other,114.0274988,22.5603042
481,other,114.0277324,22.5603376
482,parking,114.0276519,22.5601988
483,cafe,114.0273729,22.5603598
484,parking,114.0292529,22.560471
485,parking,114.0271181,22.5602657
486,restaurant,114.0350141,22.5425955
487,restaurant,114.0348505,22.5425781
488,post_office,114.0361465,22.5490585
489,fuel,114.0250107,22.5598363
490,other,114.0267086,22.5604685
491,parking,114.0269551,22.5605994
492,other,114.0324979,22.5614672
493,parking,114.0331541,22.5611742
494,other,114.0328922,22.5611998
495,restaurant,114.0328245,22.5614046
496,restaurant,114.0310847,22.5588965
497,bank,114.0303508,22.5578062
498,bank,114.0305236,22.5579787
499,fast_food,114.0309252,22.5579054
500,other,114.031168,22.558121
501,other,114.0310746,22.558024
502,bank,114.0312708,22.5582483
503,other,114.0298317,22.5567356
504,restaurant,114.0306873,22.5561634
505,other,114.0310199,22.5559306
506,parking,114.0305237,22.5563839
507,parking,114.0374245,22.5579533
508,library,114.0384628,22.5580956
509,bank,114.0375077,22.5576516
510,fast_food,114.039349,22.556612
511,other,114.0398006,22.5569683
512,bank,114.0387192,22.5565891
513,fast_food,114.0397925,22.5571823
514,parking,114.0447219,22.5593389
515,parking,114.0376479,22.5616425
516,other,114.031098,22.5738809
517,other,114.0983637,22.5574686
518,other,114.2265426,22.5537367
519,post_office,114.1120742,22.5365939
520,other,114.1002788,22.5494881
521,other,114.0997692,22.5492312
522,bank,114.0297676,22.6080208
523,other,114.0288239,22.6233612
524,bank,114.0286665,22.6231533
525,other,113.7973656,22.6905762
526,other,113.8013047,22.6923572
527,other,113.795659,22.6897622
528,other,113.7972703,22.6908507
529,other,113.7971791,22.6907863
530,other,114.0588939,22.5340367
531,fast_food,114.0595797,22.5349693
532,toilets,113.9228387,22.5549904
533,school,114.0351573,22.570721
534,other,114.0933622,22.545751
535,restaurant,114.1047575,22.549697
536,restaurant,114.0771603,22.5426846
537,other,114.0786532,22.540452
538,other,113.7924556,22.6904151
539,other,113.7957561,22.6917684
540,fast_food,113.7971281,22.6907098
541,other,114.0875644,22.5490035
542,other,114.0566279,22.5462992
543,other,113.9873965,22.5351414
544,other,114.0621104,22.6392276
545,pharmacy,114.0612104,22.6545849
546,other,114.0612215,22.655164
547,cafe,114.0612113,22.6560307
548,bench,114.0595007,22.6551471
549,bench,114.0578292,22.6370652
550,bicycle_rental,114.0633966,22.6563125
551,other,114.0631658,22.6566337
552,bank,114.0606506,22.6486791
553,bicycle_rental,114.0609626,22.6485066
554,other,114.0606303,22.6477001
555,bicycle_rental,114.0604901,22.6535729
556,car_rental,114.0595681,22.6552641
557,car_rental,114.0595648,22.6553116
558,restaurant,114.0616032,22.6535171
559,other,114.0615183,22.6535237
560,other,114.0744268,22.6290096
561,restaurant,114.0603622,22.6566279
562,bicycle_rental,114.0557139,22.6308883
563,bicycle_parking,114.0557121,22.6306237
564,bicycle_rental,114.0554135,22.6287379
565,other,114.0491382,22.5348989
566,other,114.05644,22.5362402
567,other,113.801893,22.7305833
568,hospital,114.0996395,22.5497716
569,hospital,114.1188913,22.5464033
570,bank,114.1638759,22.5647285
571,bank,114.1410443,22.5549388
572,bank,114.1362103,22.5568281
573,bank,114.1374378,22.5500715
574,bank,114.1228536,22.5467889
575,bank,114.1142576,22.5399976
576,bank,114.114468,22.5429439
577,bank,114.112842,22.5438356
578,bank,114.1126918,22.5328977
579,bank,114.1083626,22.5413424
580,bank,114.1004937,22.542804
581,bank,114.0966481,22.5398826
582,bank,114.0883658,22.5415679
583,bank,114.0829773,22.5434506
584,bank,114.0874178,22.5435164
585,bank,114.0790428,22.5414033
586,bank,114.04063,22.5432387
587,bank,114.0458315,22.5400871
588,bank,114.049907,22.5400586
589,bank,114.0519828,22.5366418
590,bank,114.0484765,22.5348969
591,bank,114.0260453,22.5348567
592,bank,114.0257037,22.5390738
593,bank,114.0186939,22.5374874
594,bicycle_rental,114.1135528,22.5509969
595,bicycle_rental,114.1203998,22.5475765
596,post_office,114.0614207,22.6563835
597,post_office,114.0613848,22.6564406
598,post_office,114.0613132,22.6564932
599,other,114.061292,22.6565398
600,other,114.0612106,22.6561836
601,other,114.0610641,22.6566096
602,other,114.0609929,22.6566151
603,restaurant,114.0608614,22.6566461
604,other,114.0607873,22.6566525
605,restaurant,114.0604264,22.6566251
606,restaurant,114.0556185,22.6440476
607,toilets,114.1312578,22.567154
608,toilets,114.1307096,22.5647681
609,bicycle_rental,114.1260139,22.5520693
610,telephone,114.0582205,22.6375395
611,bicycle_rental,114.0553984,22.6303189
612,other,114.063566,22.538598
613,restaurant,114.113581,22.53274
614,other,114.060982,22.6552106
615,other,114.0616124,22.6543881
616,other,114.0614052,22.6551129
617,fast_food,114.0615951,22.6551208
618,restaurant,113.7943654,22.7098249
619,restaurant,113.9060433,22.7206786
620,fast_food,114.0632613,22.6546881
621,restaurant,114.0622718,22.654859
622,atm,114.0624737,22.6551686
623,atm,114.061442,22.6534746
624,bicycle_rental,114.0551855,22.6372133
625,restaurant,114.0555395,22.6440671
626,other,114.0616463,22.6549831
627,restaurant,114.0615779,22.6549909
628,fast_food,114.0617714,22.6550062
629,other,114.0617179,22.6550066
630,other,114.0619453,22.6549976
631,other,114.0609603,22.6551653
632,other,114.060984,22.6552858
633,other,114.060996,22.6553351
634,other,114.0609967,22.6555167
635,other,114.0610091,22.6555759
636,other,114.06102,22.6557978
637,other,114.1781991,22.5615188
638,atm,114.0591438,22.650537
639,atm,114.0593952,22.6504577
640,atm,114.0591332,22.6501198
641,other,114.5617432,22.4824592
642,other,114.5615689,22.4824394
643,shelter,114.5579773,22.4782571
644,shelter,114.5616528,22.4823752
645,shelter,114.5635261,22.4839969
646,other,114.0746013,22.6513245
647,restaurant,114.2269761,22.5497753
648,other,114.2264324,22.5495159
649,charging_station,114.0234903,22.5427189
650,charging_station,114.0330746,22.564008
651,other,113.950148,22.5375022
652,fast_food,113.9233178,22.5195861
653,restaurant,113.9233633,22.5195774
654,restaurant,113.9234099,22.5195713
655,fast_food,113.9281576,22.5444266
656,toilets,113.8478147,22.6704579
657,other,113.8506164,22.674903
658,other,113.8507866,22.6763506
659,toilets,113.8595302,22.7883343
660,atm,113.9172153,22.5426994
661,bank,113.9631217,22.5437073
662,bank,113.9636029,22.5436929
663,restaurant,113.9300227,22.5213292
664,other,114.082228,22.5489762
665,restaurant,114.1148667,22.5405679
666,restaurant,114.0781501,22.5489984
667,other,114.1164178,22.5479996
668,other,114.054889,22.5388208
669,other,113.9092003,22.482183
670,other,114.1566264,22.6148186
671,restaurant,114.0547681,22.5216953
672,other,114.1036355,22.5531335
673,other,114.1040927,22.5532064
674,other,114.1045408,22.5526748
675,other,114.1032348,22.5541506
676,restaurant,114.1021453,22.5535159
677,other,114.1042265,22.5536365
678,other,114.1041313,22.5529464
679,bank,114.1042412,22.5552847
680,other,114.1044999,22.5530017
681,other,114.1045625,22.5525131
682,restaurant,113.9180951,22.5536503
683,other,113.9666187,22.5363332
684,cinema,113.9200178,22.5096012
685,restaurant,113.9241163,22.5157496
686,bank,113.9220315,22.5357744
687,restaurant,113.9097811,22.5321875
688,other,114.1385856,22.6932512
689,other,114.2100928,22.5772263
690,other,114.025752,22.6255342
691,restaurant,113.919088,22.5060143
692,fast_food,113.9187104,22.5062169
693,other,113.9108382,22.5358952
694,other,113.8848488,22.724006
695,restaurant,114.0197089,22.5366619
696,other,114.0298508,22.6204569
697,other,114.1126011,22.5453401
698,fast_food,114.1144669,22.5491646
699,fast_food,114.1129715,22.5484967
700,charging_station,114.0517597,22.627394
701,cafe,114.1127941,22.5465628
702,restaurant,114.114794,22.542198
703,bank,114.1133719,22.5480838
704,bank,114.11285,22.5486402
705,other,114.0482946,22.5399504
706,other,113.9878442,22.542622
707,atm,114.0483734,22.5392277
708,toilets,113.9258818,22.5409258
709,other,113.9116878,22.7294601
710,other,113.8440283,22.63036
711,other,114.0598383,22.6759983
712,other,114.0655031,22.6418586
713,other,114.1161426,22.5419592
714,fast_food,113.872428,22.5593412
715,other,113.8728398,22.5594678
716,other,114.1177351,22.542591
717,fast_food,114.1132629,22.5467332
718,toilets,113.8940774,22.5059253
719,bicycle_rental,113.9278817,22.5026605
720,other,113.9242494,22.5023957
721,other,113.9274486,22.5031305
722,pharmacy,113.927586,22.5030623
723,other,113.9286073,22.5027445
724,recycling,113.9265504,22.4977072
725,bicycle_rental,113.9274852,22.4980194
726,recycling,113.9273631,22.4989016
727,recycling,113.927331,22.4991643
728,recycling,113.9271968,22.499733
729,recycling,113.9272532,22.4997863
730,recycling,113.9246296,22.5025779
731,recycling,113.9247288,22.5026274
732,recycling,113.9279836,22.5025924
733,waste_basket,113.9268162,22.5027197
734,recycling,113.928622,22.5029936
735,other,113.9278113,22.5029696
736,recycling,113.9290009,22.5030059
737,recycling,113.9294475,22.5030245
738,bench,113.9276987,22.5030344
739,bench,113.9277094,22.5030518
740,bench,113.9277282,22.5030815
741,bicycle_rental,113.9294757,22.5030914
742,other,113.9299839,22.5031212
743,other,113.9263935,22.4978843
744,bicycle_rental,113.9247392,22.4991771
745,bicycle_rental,113.9247785,22.5010552
746,other,113.9212562,22.4990513
747,school,113.9201962,22.4974809
748,doctors,113.9269785,22.5008966
749,recycling,113.9210614,22.4972835
750,recycling,113.9207476,22.4976094
751,recycling,113.9215335,22.4976732
752,recycling,113.9242514,22.4978107
753,recycling,113.9236394,22.4978878
754,recycling,113.9229479,22.4979439
755,recycling,113.9225737,22.4979625
756,recycling,113.9248715,22.4979628
757,recycling,113.9232885,22.4980319
758,recycling,113.9246194,22.4980604
759,recycling,113.9246744,22.4981201
760,recycling,113.9248521,22.4981517
761,recycling,113.9237748,22.4981753
762,recycling,113.9245744,22.4982118
763,recycling,113.9247008,22.4983413
764,toilets,113.9247419,22.4983498
765,recycling,113.9203748,22.4983788
766,recycling,113.9238989,22.4983847
767,recycling,113.9247552,22.4984203
768,recycling,113.9242844,22.4984894
769,bench,113.9221975,22.4985169
770,bench,113.922223,22.4986582
771,recycling,113.9241785,22.4986666
772,recycling,113.923987,22.4987003
773,recycling,113.9203144,22.4987443
774,bench,113.9222659,22.498797
775,recycling,113.9236759,22.4988602
776,recycling,113.9204915,22.4989264
777,recycling,113.9213042,22.4989401
778,recycling,113.9234466,22.4989741
779,recycling,113.9208026,22.4990739
780,recycling,113.9211875,22.4991606
781,recycling,113.9221209,22.4992362
782,recycling,113.9230054,22.4992703
783,recycling,113.9226486,22.4993471
784,recycling,113.9246502,22.4998772
785,vending_machine,113.927006,22.5008972
786,recycling,113.9254748,22.5010239
787,recycling,113.9259576,22.5010462
788,recycling,113.9261025,22.5010548
789,recycling,113.9264243,22.5010648
790,other,113.9425004,22.5445206
791,other,113.9245413,22.4865184
792,other,114.1178699,22.5483308
793,kindergarten,114.0810218,22.5340766
794,police,114.0872296,22.536885
795,other,113.9219549,22.7292736
796,other,113.9339059,22.5413764
797,bank,113.9434831,22.5420146
798,place_of_worship,113.8496079,22.677391
799,marketplace,113.8687709,22.5690137
800,restaurant,114.0642867,22.5337585
801,bank,113.9413627,22.541288
802,bank,114.0635884,22.5323794
803,other,113.9816647,22.6998421
804,toilets,113.9809865,22.5397334
805,library,113.9775622,22.5432733
806,fountain,113.939564,22.5380963
807,other,113.8531166,22.5749371
808,cafe,113.9825056,22.7005259
809,restaurant,113.9823438,22.7006124
810,restaurant,113.9814156,22.7000428
811,restaurant,113.9814411,22.7002038
