,type,longitude,latitude
0,other,-46.6351573,-23.5567794
1,fuel,-46.5591525,-23.5429914
2,parking,-46.5601396,-23.5432117
3,fast_food,-46.6782804,-23.5633723
4,other,-46.5727729,-23.5472892
5,fuel,-46.5589713,-23.5547088
6,other,-46.5631327,-23.5430386
7,other,-46.7172027,-23.6290122
8,fire_station,-46.5646107,-23.5398575
9,taxi,-46.56387,-23.5384451
10,pub,-46.5663888,-23.5455333
11,pub,-46.5663459,-23.5457536
12,pub,-46.566097,-23.5456671
13,restaurant,-46.56614,-23.5454466
14,restaurant,-46.5769501,-23.5273007
15,nightclub,-46.580143,-23.5460761
16,fuel,-46.44996,-23.5387474
17,other,-46.6971701,-23.7005224
18,other,-46.693093,-23.7032731
19,parking,-46.6805529,-23.5945066
20,other,-46.6809469,-23.5685783
21,other,-46.6814111,-23.5682951
22,other,-46.6840605,-23.5686436
23,fuel,-46.6597428,-23.4940321
24,parking,-46.5739068,-23.5712573
25,other,-46.5958247,-23.550004
26,other,-46.579612,-23.5816153
27,fuel,-46.6482904,-23.5923032
28,fuel,-46.6457155,-23.5908245
29,other,-46.7274438,-23.5620094
30,other,-46.7314694,-23.5610812
31,telephone,-46.7131893,-23.5643392
32,other,-46.7131835,-23.5668026
33,restaurant,-46.750093,-23.5569597
34,other,-46.7395947,-23.5656807
35,other,-46.7419293,-23.5594339
36,fuel,-46.7248374,-23.5281086
37,fuel,-46.7245437,-23.5273216
38,taxi,-46.7261442,-23.5167488
39,taxi,-46.674758,-23.5267975
40,bus_station,-46.5227261,-23.5583977
41,restaurant,-46.6843487,-23.5373131
42,taxi,-46.56258,-23.5388412
43,pharmacy,-46.5615758,-23.5434916
44,taxi,-46.6576578,-23.5430074
45,fuel,-46.6488356,-23.5480916
46,bank,-46.6503888,-23.5452018
47,parking,-46.5635543,-23.5468186
48,bank,-46.5632701,-23.5440772
49,parking,-46.5630126,-23.5438176
50,telephone,-46.5613646,-23.5434871
51,pharmacy,-46.7365315,-23.5234135
52,restaurant,-46.6882476,-23.535308
53,recycling,-46.6881618,-23.5355756
54,taxi,-46.6516841,-23.5456714
55,parking,-46.648398,-23.5489936
56,other,-46.6511328,-23.5404151
57,taxi,-46.571133,-23.5413859
58,parking,-46.5620178,-23.5398515
59,fuel,-46.5634024,-23.5532919
60,fuel,-46.5812395,-23.5376117
61,other,-46.5608587,-23.5452554
62,other,-46.5646782,-23.5465065
63,restaurant,-46.5647469,-23.5528955
64,taxi,-46.5619745,-23.5530765
65,pub,-46.5645495,-23.552211
66,bank,-46.563571,-23.5536036
67,college,-46.5626011,-23.5539813
68,fuel,-46.5694504,-23.5535171
69,atm,-46.5630721,-23.5484061
70,parking,-46.5623225,-23.538731
71,fuel,-46.5607947,-23.5421067
72,place_of_worship,-46.561799,-23.5424809
73,telephone,-46.5616959,-23.5390143
74,restaurant,-46.6967618,-23.5508642
75,restaurant,-46.6834399,-23.5657001
76,police,-46.4983227,-23.5101097
77,other,-46.6806689,-23.5270296
78,cinema,-46.6804223,-23.5266214
79,car_rental,-46.7042058,-23.5072549
80,other,-46.7036196,-23.5072782
81,police,-46.7045382,-23.5096546
82,taxi,-46.6647032,-23.5240512
83,other,-46.7337329,-23.6525319
84,pharmacy,-46.7341461,-23.6524688
85,place_of_worship,-46.7340109,-23.6549234
86,pharmacy,-46.7363042,-23.6576603
87,taxi,-46.6639926,-23.5097606
88,other,-46.6593334,-23.5135546
89,hospital,-46.6639769,-23.5094698
90,place_of_worship,-46.6613333,-23.5053062
91,other,-46.7299121,-23.5275623
92,college,-46.7341093,-23.5280187
93,police,-46.7308134,-23.5387287
94,restaurant,-46.7057252,-23.6313559
95,school,-46.7040811,-23.633754
96,cafe,-46.6546907,-23.5135921
97,other,-46.5467876,-23.5252608
98,parking,-46.6307368,-23.5900045
99,bar,-46.7060178,-23.5705674
100,restaurant,-46.6383065,-23.5520829
101,place_of_worship,-46.5609201,-23.5703404
102,parking,-46.6389089,-23.5518567
103,parking,-46.639263,-23.5516403
104,taxi,-46.638704,-23.552544
105,parking,-46.6386729,-23.5526337
106,taxi,-46.6387585,-23.5523849
107,parking,-46.6391128,-23.5535582
108,telephone,-46.6370818,-23.551001
109,other,-46.6379278,-23.5521911
110,atm,-46.6379959,-23.5522944
111,telephone,-46.6421566,-23.553391
112,telephone,-46.6421244,-23.5536172
113,telephone,-46.6422424,-23.552732
114,pharmacy,-46.6430063,-23.5528451
115,parking,-46.6428454,-23.552796
116,parking,-46.6426844,-23.5527861
117,hostel:homeless,-46.642388,-23.5526904
118,telephone,-46.6431222,-23.5526042
119,parking,-46.6433346,-23.5537499
120,parking,-46.644606,-23.5537647
121,bank,-46.6433657,-23.5532558
122,bank,-46.6394836,-23.5554004
123,other,-46.6390273,-23.5550567
124,theatre,-46.6412477,-23.5551932
125,taxi,-46.6400116,-23.5553989
126,theatre,-46.6397962,-23.5554071
127,taxi,-46.6401731,-23.55481
128,parking,-46.6407984,-23.5551828
129,parking,-46.6352404,-23.5550332
130,restaurant,-46.6351745,-23.555258
131,telephone,-46.640853,-23.5444726
132,telephone,-46.6409746,-23.5443518
133,other,-46.6405849,-23.5446381
134,other,-46.635576,-23.5542083
135,parking,-46.6357879,-23.554057
136,bank,-46.6349356,-23.5530529
137,fast_food,-46.634712,-23.5526102
138,parking,-46.6346868,-23.5510786
139,parking,-46.6354567,-23.5508105
140,other,-46.6360482,-23.5480751
141,telephone,-46.6367085,-23.5475954
142,telephone,-46.6430838,-23.5448317
143,telephone,-46.6411688,-23.5432117
144,bank,-46.6411823,-23.5432822
145,telephone,-46.6384804,-23.5431486
146,cafe,-46.6391582,-23.5428079
147,parking,-46.6377936,-23.5425359
148,other,-46.6374829,-23.5420919
149,telephone,-46.6360817,-23.5420682
150,telephone,-46.5738354,-23.5472673
151,fast_food,-46.5738229,-23.5472396
152,other,-46.5674564,-23.5511165
153,bank,-46.6336217,-23.5449999
154,police,-46.634171,-23.5441904
155,toilets,-46.7046514,-23.6379584
156,other,-46.7032576,-23.6389413
157,other,-46.704873,-23.637951
158,university,-46.7365426,-23.5254412
159,restaurant,-46.6708263,-23.5630465
160,telephone,-46.6338102,-23.551295
161,bank,-46.6336889,-23.5514209
162,telephone,-46.6323589,-23.5518444
163,telephone,-46.6326575,-23.5523116
164,telephone,-46.6316674,-23.5512494
165,parking,-46.6298885,-23.5520278
166,bank,-46.6296616,-23.5526088
167,driving_school,-46.6290097,-23.552334
168,parking,-46.6304339,-23.5514408
169,parking,-46.6316673,-23.5524458
170,other,-46.6304296,-23.5516637
171,parking,-46.6293832,-23.5525001
172,other,-46.6280791,-23.552099
173,fast_food,-46.6275473,-23.5524717
174,other,-46.6275166,-23.5525049
175,other,-46.6275785,-23.5524103
176,other,-46.6275927,-23.5523307
177,car_wash,-46.6275584,-23.5532359
178,other,-46.5946687,-23.5467387
179,place_of_worship,-46.599946,-23.540981
180,school,-46.5996502,-23.5412135
181,place_of_worship,-46.5968711,-23.5435093
182,pharmacy,-46.5891715,-23.540734
183,taxi,-46.5897811,-23.5420846
184,telephone,-46.5886575,-23.5417074
185,bus_station,-46.7674601,-23.6595888
186,fuel,-46.626073,-23.5474499
187,fuel,-46.6871084,-23.6298095
188,other,-46.6829103,-23.6250202
189,other,-46.6815037,-23.6245507
190,fuel,-46.6826387,-23.6232771
191,other,-46.6956818,-23.6102192
192,school,-46.6981411,-23.6358527
193,restaurant,-46.6778126,-23.5937983
194,parking,-46.6780057,-23.5938376
195,cafe,-46.6891582,-23.5592263
196,police,-46.7732402,-23.6895889
197,police,-46.7830107,-23.664659
198,parking,-46.6524537,-23.537818
199,parking,-46.6510267,-23.5388902
200,parking,-46.64834,-23.5410134
201,other,-46.6510955,-23.5375968
202,other,-46.65159,-23.5369328
203,bank,-46.6515712,-23.5371689
204,bank,-46.6528453,-23.5362221
205,bank,-46.6497178,-23.5386762
206,bank,-46.6502864,-23.5394139
207,place_of_worship,-46.438608,-23.5388095
208,telephone,-46.4393312,-23.5443982
209,pub,-46.6937609,-23.6026846
210,fast_food,-46.6931384,-23.6075795
211,restaurant,-46.679635,-23.6241305
212,other,-46.7102201,-23.6624357
213,kindergarten,-46.6478674,-23.5605726
214,other,-46.6478001,-23.5589373
215,restaurant,-46.663391,-23.5579392
216,theatre,-46.6479011,-23.5612309
217,place_of_worship,-46.6370497,-23.5587263
218,parking,-46.6382169,-23.5611721
219,bank,-46.6386984,-23.5632326
220,parking,-46.6383248,-23.5614252
221,university,-46.6385492,-23.5606489
222,telephone,-46.6379932,-23.5603971
223,pharmacy,-46.6381129,-23.5599368
224,other,-46.6379515,-23.5603068
225,parking,-46.6386349,-23.5609071
226,parking,-46.6380273,-23.5605361
227,bank,-46.6351679,-23.5640406
228,other,-46.6295045,-23.5544603
229,other,-46.6287111,-23.5546066
230,bar,-46.6301628,-23.5567439
231,school,-46.6348742,-23.5636722
232,atm,-46.6279192,-23.5533447
233,telephone,-46.6316829,-23.5634511
234,telephone,-46.6287713,-23.5545846
235,other,-46.6286281,-23.5550906
236,telephone,-46.6314679,-23.5573418
237,bar,-46.6310636,-23.5597761
238,post_office,-46.6361059,-23.5637298
239,telephone,-46.6308833,-23.5569396
240,parking,-46.6504116,-23.5400141
241,parking,-46.6514737,-23.5431677
242,taxi,-46.6510516,-23.5417574
243,other,-46.6511208,-23.5419732
244,other,-46.650641,-23.5412492
245,parking,-46.6513011,-23.5425358
246,pub,-46.6507816,-23.5406756
247,other,-46.6506528,-23.5402673
248,parking,-46.6508873,-23.5413675
249,police,-46.6502774,-23.5393231
250,other,-46.6508888,-23.5410789
251,telephone,-46.7101389,-23.5095507
252,telephone,-46.6051294,-23.5386919
253,bank,-46.6139299,-23.541411
254,bank,-46.6074724,-23.5392254
255,bank,-46.6149165,-23.5420699
256,bank,-46.5791115,-23.534962
257,telephone,-46.586934,-23.5360409
258,dentist,-46.4537263,-23.5377119
259,bank,-46.5748232,-23.5352531
260,parking,-46.5597606,-23.5332385
261,pub,-46.599425,-23.5529569
262,other,-46.5756747,-23.535086
263,other,-46.5717945,-23.5575207
264,telephone,-46.4994743,-23.5319494
265,parking,-46.5579837,-23.543988
266,parking,-46.5595169,-23.5342797
267,fire_station,-46.5861658,-23.5358634
268,library,-46.5725834,-23.528037
269,parking,-46.5691396,-23.5347954
270,other,-46.5574512,-23.5438881
271,other,-46.5550916,-23.552725
272,parking,-46.5968542,-23.5538789
273,other,-46.5634852,-23.5492813
274,theatre,-46.5590379,-23.5441168
275,bank,-46.5596935,-23.5334331
276,parking,-46.5705772,-23.5354692
277,bank,-46.5767088,-23.5349773
278,atm,-46.5574979,-23.5438966
279,parking,-46.5750887,-23.5352085
280,bank,-46.5600734,-23.5323268
281,other,-46.5659343,-23.5338855
282,recycling,-46.6084975,-23.5689413
283,parking,-46.6037661,-23.5889516
284,place_of_worship,-46.7284958,-23.6036907
285,restaurant,-46.640457,-23.5784761
286,other,-46.445368,-23.5724728
287,police,-46.6343196,-23.556997
288,restaurant,-46.6760952,-23.5566344
289,other,-46.5949969,-23.5403697
290,car_rental,-46.663271,-23.619819
291,parking,-46.7663695,-23.4562565
292,hospital,-46.6435335,-23.5977766
293,university,-46.6429053,-23.5979732
294,other,-46.6447029,-23.6013159
295,other,-46.6439567,-23.6013061
296,cafe,-46.6425464,-23.5982878
297,pharmacy,-46.6442291,-23.5984324
298,other,-46.6418185,-23.6021811
299,fast_food,-46.6421897,-23.6038622
300,other,-46.6442837,-23.603854
301,other,-46.6443752,-23.6033707
302,other,-46.6444898,-23.6040675
303,other,-46.6442566,-23.6016796
304,fast_food,-46.6440351,-23.6015715
305,restaurant,-46.6423796,-23.5967934
306,restaurant,-46.6445254,-23.5970589
307,cafe,-46.6441714,-23.5988282
308,parking,-46.6426346,-23.5989269
309,hospital,-46.643394,-23.6000575
310,university,-46.64212,-23.6006473
311,other,-46.6418164,-23.6006964
312,recycling,-46.6418362,-23.6035672
313,restaurant,-46.6424628,-23.597645
314,cafe,-46.6425751,-23.598509
315,other,-46.649107,-23.5659651
316,parking,-46.6490241,-23.5680741
317,fuel,-46.6422711,-23.573439
318,place_of_worship,-46.6426237,-23.5722573
319,fuel,-46.6433281,-23.5618658
320,taxi,-46.6767835,-23.5418746
321,taxi,-46.6823649,-23.5403774
322,doctors,-46.6990328,-23.6370012
323,toilets,-46.7183587,-23.5662029
324,other,-46.7198286,-23.5643106
325,taxi,-46.6910557,-23.5464003
326,taxi,-46.6910007,-23.5461154
327,pharmacy,-46.691593,-23.545663
328,pharmacy,-46.6752459,-23.5392935
329,cafe,-46.683097,-23.5498087
330,restaurant,-46.6896958,-23.5503074
331,other,-46.6891653,-23.5476092
332,taxi,-46.7551882,-23.5576357
333,social_centre,-46.6203605,-23.542558
334,community_centre,-46.6194882,-23.5496078
335,hostel:homeless,-46.6422735,-23.5526795
336,locker,-46.6181409,-23.5520887
337,restaurant,-46.6306427,-23.5479136
338,social_facility,-46.6368198,-23.5494687
339,social_facility,-46.6366835,-23.5488535
340,public_council,-46.6325764,-23.5483583
341,other,-46.6757033,-23.5572474
342,restaurant,-46.6755567,-23.5571585
343,college,-46.6626541,-23.5452328
344,hostel:homeless,-46.6407057,-23.5516607
345,social_facility,-46.6401506,-23.56287
346,hostel:homeless,-46.629447,-23.558208
347,fuel,-46.7392228,-23.4863837
348,restaurant,-46.749261,-23.4885123
349,fast_food,-46.7299148,-23.4894678
350,restaurant,-46.6763723,-23.5543387
351,pub,-46.7274374,-23.5327518
352,parking,-46.5190541,-23.4955828
353,social_facility,-46.6511566,-23.555431
354,social_facility,-46.6376668,-23.550146
355,pharmacy,-46.6942795,-23.5435637
356,restaurant,-46.6857999,-23.5534694
357,other,-46.6710374,-23.532289
358,fast_food,-46.669153,-23.5314267
359,fast_food,-46.6707284,-23.530971
360,other,-46.6782558,-23.5372244
361,school,-46.6298562,-23.5922627
362,other,-46.7096155,-23.5612182
363,bus_station,-46.6697475,-23.4747698
364,restaurant,-46.6883078,-23.5530479
365,pharmacy,-46.6883581,-23.5549484
366,restaurant,-46.6880427,-23.5553763
367,restaurant,-46.6885148,-23.5581626
368,restaurant,-46.6884007,-23.5533916
369,other,-46.6887695,-23.5539938
370,other,-46.6901237,-23.5531822
371,other,-46.6901706,-23.5523057
372,other,-46.6901345,-23.5508777
373,bank,-46.7478927,-23.4879514
374,bank,-46.7480679,-23.4874475
375,bank,-46.7488695,-23.48896
376,bank,-46.7466599,-23.4859444
377,bank,-46.7212934,-23.4874546
378,bank,-46.7199931,-23.4887135
379,bank,-46.7206172,-23.4882823
380,bank,-46.7197204,-23.4879295
381,bank,-46.7178191,-23.4880486
382,taxi,-46.5170168,-23.5290179
383,other,-46.6305984,-23.5882375
384,school,-46.6231717,-23.5611581
385,restaurant,-46.6851401,-23.6256776
386,cafe,-46.6823715,-23.623071
387,bank,-46.683976,-23.6239577
388,other,-46.6637853,-23.5614312
389,fuel,-46.7131543,-23.5561458
390,fast_food,-46.7130349,-23.5560548
391,other,-46.6620925,-23.5587053
392,parking,-46.6627072,-23.5542828
393,fast_food,-46.6372529,-23.558273
394,parking,-46.6371734,-23.558151
395,restaurant,-46.6362838,-23.5583138
396,other,-46.6363125,-23.5584639
397,telephone,-46.6362388,-23.5584527
398,parking,-46.6356614,-23.5583213
399,other,-46.6355355,-23.5585005
400,other,-46.635445,-23.5584929
401,other,-46.6353668,-23.5584854
402,other,-46.6351721,-23.5582384
403,telephone,-46.6337947,-23.5583609
404,bar,-46.6339058,-23.5580327
405,pub,-46.6339305,-23.5578592
406,dentist,-46.6339387,-23.557795
407,parking,-46.7059283,-23.5988697
408,police,-46.5532079,-23.589587
409,police,-46.5227739,-23.6020031
410,school,-46.5254347,-23.5977657
411,place_of_worship,-46.5240079,-23.5967923
412,police,-46.5681963,-23.5893274
413,school,-46.6527579,-23.5707203
414,other,-46.6532729,-23.5656925
415,other,-46.6530701,-23.5701433
416,arts_centre,-46.6543937,-23.5634874
417,car_rental,-46.7299432,-23.7688903
418,fast_food,-46.6561324,-23.5713193
419,bar,-46.6547996,-23.5707183
420,restaurant,-46.656532,-23.5720041
421,bar,-46.6568567,-23.5723191
422,restaurant,-46.6577096,-23.5731694
423,school,-46.6575299,-23.5730292
424,other,-46.6577724,-23.5730587
425,restaurant,-46.6587299,-23.5743125
426,school,-46.6577123,-23.5727588
427,bar,-46.6592894,-23.5744157
428,other,-46.6486354,-23.5682361
429,other,-46.6489945,-23.568465
430,other,-46.6490758,-23.5688603
431,restaurant,-46.649197,-23.5686122
432,restaurant,-46.6491029,-23.5689928
433,parking,-46.6503634,-23.5693416
434,university,-46.651231,-23.5654762
435,other,-46.6491709,-23.568465
436,parking,-46.6492094,-23.5686822
437,other,-46.6494263,-23.5695453
438,school,-46.6489907,-23.5709442
439,parking,-46.6499348,-23.5709742
440,school,-46.6483781,-23.5702509
441,restaurant,-46.6484915,-23.5703788
442,other,-46.6490638,-23.56942
443,other,-46.6492,-23.569313
444,restaurant,-46.6502366,-23.5682526
445,other,-46.6516403,-23.5674189
446,fast_food,-46.6525925,-23.5662154
447,fast_food,-46.6542641,-23.5645309
448,bank,-46.6521933,-23.5668781
449,cafe,-46.6530161,-23.5659178
450,restaurant,-46.6535446,-23.5660082
451,parking,-46.6524838,-23.5695271
452,other,-46.6516763,-23.5699902
453,other,-46.6521874,-23.5698577
454,pharmacy,-46.6554145,-23.5704075
455,restaurant,-46.6547807,-23.5702482
456,pharmacy,-46.6539957,-23.5718417
457,school,-46.6571707,-23.5701355
458,bar,-46.6566993,-23.5693382
459,cafe,-46.6567898,-23.5698287
460,fast_food,-46.6571529,-23.5701061
461,college,-46.6564071,-23.5709915
462,other,-46.6573109,-23.5702634
463,restaurant,-46.656999,-23.57033
464,school,-46.6561862,-23.5712647
465,restaurant,-46.6564156,-23.5710717
466,school,-46.6541592,-23.5696672
467,place_of_worship,-46.6389654,-23.551668
468,post_office,-46.6495509,-23.5684762
469,school,-46.5157171,-23.5983101
470,police,-46.5196761,-23.5985166
471,bus_station,-46.6221088,-23.6488711
472,taxi,-46.692144,-23.6206559
473,fuel,-46.6925776,-23.6205414
474,fuel,-46.6907966,-23.6207626
475,fast_food,-46.6745107,-23.6275979
476,fuel,-46.6945163,-23.6106516
477,fuel,-46.6748607,-23.6274613
478,other,-46.6967871,-23.6194289
479,bank,-46.698409,-23.6192179
480,other,-46.697662,-23.6196472
481,place_of_worship,-46.6927703,-23.6201274
482,other,-46.6975206,-23.6192379
483,other,-46.6971296,-23.6192993
484,other,-46.6933633,-23.6278846
485,school,-46.6880944,-23.6226107
486,theatre,-46.6985928,-23.6201827
487,bank,-46.6970624,-23.6185956
488,restaurant,-46.6908932,-23.6336574
489,other,-46.6968821,-23.6188248
490,other,-46.6894332,-23.6216797
491,bar,-46.682514,-23.6247677
492,other,-46.6780297,-23.613501
493,other,-46.6787416,-23.6144994
494,fuel,-46.7263519,-23.6500856
495,atm,-46.635558,-23.5516673
496,parking_entrance,-46.6607591,-23.6265018
497,taxi,-46.6912037,-23.5561477
498,pharmacy,-46.6969098,-23.5522828
499,taxi,-46.6915877,-23.5542247
500,other,-46.6370091,-23.5930986
501,other,-46.6530194,-23.5640604
502,cafe,-46.6459263,-23.5704874
503,parking,-46.6461329,-23.5707189
504,school,-46.6763317,-23.5999176
505,parking,-46.6356258,-23.5315909
506,pharmacy,-46.7149157,-23.568882
507,fast_food,-46.6410666,-23.5773475
508,fast_food,-46.642828,-23.577869
509,bank,-46.6446144,-23.571351
510,other,-46.654513,-23.472616
511,theatre,-46.5834131,-23.5445483
512,other,-46.6903252,-23.56058
513,library,-46.7201576,-23.6061957
514,other,-46.7193679,-23.6061043
515,restaurant,-46.7328202,-23.5246382
516,taxi,-46.6246856,-23.5934874
517,school,-46.6542982,-23.6696839
518,other,-46.690438,-23.5402542
519,school,-46.7291686,-23.5092572
520,other,-46.7258775,-23.5703287
521,school,-46.7453423,-23.6030041
522,parking_entrance,-46.6993111,-23.6219785
523,parking_entrance,-46.6984993,-23.6220382
524,parking_entrance,-46.6994334,-23.624753
525,fast_food,-46.6798609,-23.6330817
526,other,-46.6286053,-23.6192226
527,nightclub,-46.6826478,-23.5902186
528,parking,-46.6407202,-23.6340766
529,parking_entrance,-46.6661068,-23.6107433
530,parking_entrance,-46.6661738,-23.6108264
531,fuel,-46.5985207,-23.49702
532,fuel,-46.5975625,-23.4928668
533,other,-46.5831263,-23.4782536
534,taxi,-46.668492,-23.5907923
535,other,-46.6911334,-23.6339795
536,other,-46.6973307,-23.6403505
537,school,-46.586613,-23.4805501
538,other,-46.5891556,-23.473773
539,fuel,-46.6923629,-23.4944032
540,other,-46.6780401,-23.6005933
541,cafe,-46.6927139,-23.6055093
542,bar,-46.6770159,-23.6039527
543,other,-46.6753368,-23.6044222
544,other,-46.6400676,-23.6233768
545,other,-46.6401213,-23.6236078
546,other,-46.7100044,-23.6308859
547,parking,-46.6901266,-23.6321127
548,parking,-46.7037582,-23.5992557
549,cafe,-46.7118861,-23.634987
550,school,-46.7133489,-23.6346211
551,post_box,-46.5340852,-23.5496739
552,other,-46.5329479,-23.5464676
553,taxi,-46.5340729,-23.5499592
554,police,-46.5371595,-23.5489302
555,taxi,-46.6808091,-23.5898669
556,bar,-46.6804604,-23.5897587
557,bar,-46.6894919,-23.523766
558,restaurant,-46.64585,-23.5520663
559,other,-46.6941444,-23.4925752
560,restaurant,-46.5011301,-23.4817222
561,restaurant,-46.6239852,-23.5506396
562,taxi,-46.6922655,-23.6021972
563,other,-46.7252342,-23.5839605
564,school,-46.7506249,-23.6033337
565,bus_station,-46.6238751,-23.5025884
566,restaurant,-46.629629,-23.5895476
567,taxi,-46.6335824,-23.589136
568,taxi,-46.6345094,-23.5896459
569,other,-46.5577412,-23.54066
570,veterinary,-46.6774077,-23.5314727
571,pharmacy,-46.4881465,-23.5031624
572,other,-46.4893673,-23.507586
573,other,-46.4888,-23.5072768
574,pharmacy,-46.4894581,-23.5073208
575,other,-46.4893415,-23.507313
576,other,-46.4895412,-23.5073264
577,bar,-46.488896,-23.5072832
578,restaurant,-46.4883229,-23.5057039
579,other,-46.4785001,-23.4989698
580,bar,-46.4882692,-23.5038838
581,bank,-46.4892133,-23.5073045
582,pub,-46.4884087,-23.506063
583,other,-46.4882692,-23.5075142
584,restaurant,-46.4904087,-23.5073523
585,bank,-46.4914718,-23.5075683
586,restaurant,-46.4871724,-23.5070239
587,bank,-46.4887977,-23.5075604
588,pharmacy,-46.489208,-23.5075733
589,bar,-46.4881727,-23.5048283
590,other,-46.4883014,-23.505212
591,other,-46.4881673,-23.5047496
592,bar,-46.4887682,-23.5066484
593,other,-46.4882743,-23.5037756
594,pharmacy,-46.4901752,-23.5073347
595,pharmacy,-46.4808985,-23.49311
596,cafe,-46.4791444,-23.4909821
597,bank,-46.4933815,-23.5080258
598,other,-46.4792141,-23.4893611
599,pharmacy,-46.4792567,-23.4902759
600,other,-46.4792087,-23.4904139
601,other,-46.4897543,-23.5076169
602,other,-46.4923408,-23.5077848
603,restaurant,-46.4807,-23.4930706
604,other,-46.4920351,-23.5076766
605,bar,-46.4810648,-23.4931444
606,other,-46.4909461,-23.5077061
607,cafe,-46.4901904,-23.5076518
608,other,-46.4911982,-23.5074995
609,other,-46.4915627,-23.5078391
610,other,-46.4903775,-23.5076667
611,school,-46.6436704,-23.5777066
612,other,-46.7423819,-23.4724428
613,fuel,-46.7443299,-23.4706102
614,other,-46.6499306,-23.5154821
615,kindergarten,-46.6430625,-23.5132799
616,hospital,-46.6493847,-23.5657296
617,fast_food,-46.6705447,-23.5856413
618,pharmacy,-46.6694274,-23.6057531
619,other,-46.6634489,-23.6004532
620,other,-46.7315675,-23.5531367
621,fuel,-46.7830893,-23.6653868
622,pharmacy,-46.630429,-23.5903205
623,pharmacy,-46.6149995,-23.6023833
624,other,-46.7795267,-23.6616802
625,veterinary,-46.7803123,-23.6619707
626,restaurant,-46.7797444,-23.6616586
627,other,-46.7803578,-23.6620214
628,atm,-46.7802306,-23.661862
629,atm,-46.7831253,-23.6652935
630,other,-46.7837691,-23.664468
631,other,-46.779429,-23.661682
632,pharmacy,-46.779632,-23.6616861
633,other,-46.6283369,-23.6340863
634,other,-46.4647837,-23.5022441
635,cinema,-46.6339004,-23.5914417
636,theatre,-46.6343725,-23.5914811
637,other,-46.6345871,-23.5915401
638,bar,-46.6776388,-23.4876052
639,hospital,-46.6134492,-23.5696701
640,restaurant,-46.6624822,-23.6019727
641,taxi,-46.7037161,-23.5279432
642,other,-46.6475706,-23.55457
643,other,-46.6458516,-23.547662
644,pharmacy,-46.701797,-23.5406124
645,other,-46.7012521,-23.5409049
646,other,-46.7022009,-23.5356548
647,other,-46.7063805,-23.5372407
648,school,-46.7006135,-23.537753
649,school,-46.7039641,-23.5396245
650,school,-46.7011849,-23.5355464
651,other,-46.7043281,-23.5400246
652,taxi,-46.706193,-23.5371626
653,taxi,-46.7022208,-23.5361395
654,taxi,-46.7039606,-23.5403834
655,taxi,-46.7053493,-23.5400747
656,other,-46.7022401,-23.5355714
657,other,-46.7064316,-23.5368904
658,bus_station,-46.6902635,-23.5470896
659,restaurant,-46.6027307,-23.608311
660,restaurant,-46.6404927,-23.5971832
661,restaurant,-46.6409433,-23.5871151
662,other,-46.7291189,-23.55293
663,parking_entrance,-46.6196739,-23.5900518
664,parking_entrance,-46.6197427,-23.5901696
665,pharmacy,-46.6171682,-23.615233
666,pub,-46.6550971,-23.5615009
667,restaurant,-46.6490556,-23.5510136
668,ice_cream,-46.6489897,-23.5509945
669,fast_food,-46.6929352,-23.5451017
670,parking,-46.6927955,-23.5451288
671,restaurant,-46.618681,-23.6058938
672,pub,-46.6828222,-23.5332759
673,other,-46.6400197,-23.466885
674,bar,-46.6728095,-23.6000019
675,waste_basket,-46.5971616,-23.6484041
676,other,-46.6288611,-23.5789245
677,bar,-46.6512405,-23.5666506
678,other,-46.6508381,-23.5658304
679,bar,-46.6509966,-23.5464307
680,bank,-46.6546384,-23.5387748
681,fast_food,-46.6516575,-23.56674
682,other,-46.7953291,-23.6002344
683,recycling,-46.6850246,-23.6223812
684,other,-46.6856737,-23.6226646
685,pharmacy,-46.5680088,-23.5590459
686,cinema,-46.6805886,-23.5266066
687,restaurant,-46.6627979,-23.6244732
688,car_wash,-46.569117,-23.558774
689,other,-46.569129,-23.558952
690,other,-46.568825,-23.558883
691,restaurant,-46.5874652,-23.5697743
692,fast_food,-46.5876372,-23.5666808
693,bar,-46.5887709,-23.5676258
694,restaurant,-46.6917801,-23.6329118
695,fast_food,-46.6916833,-23.6329679
696,restaurant,-46.7032002,-23.6446596
697,school,-46.6256798,-23.6087304
698,other,-46.7389295,-23.5878198
699,other,-46.7376957,-23.5890243
700,pharmacy,-46.7369291,-23.5866859
701,restaurant,-46.7370359,-23.5871955
702,restaurant,-46.7369554,-23.5873184
703,other,-46.6284905,-23.6116455
704,police,-46.6255785,-23.6043817
705,restaurant,-46.6522327,-23.5947018
706,bar,-46.5880018,-23.5680732
707,fast_food,-46.5885988,-23.5673847
708,other,-46.5860223,-23.5837917
709,other,-46.5889084,-23.5658655
710,restaurant,-46.5881842,-23.5672472
711,school,-46.5888307,-23.5684675
712,restaurant,-46.5885151,-23.5686408
713,other,-46.6654746,-23.5473784
714,other,-46.6587144,-23.6525778
715,other,-46.6672546,-23.6407891
716,other,-46.6637999,-23.6459882
717,bank,-46.641726,-23.6345787
718,taxi,-46.6414255,-23.635851
719,taxi,-46.6424181,-23.6464024
720,taxi,-46.6411199,-23.6466776
721,other,-46.6385235,-23.6407659
722,other,-46.6619092,-23.6242378
723,other,-46.6623847,-23.6247288
724,restaurant,-46.6625207,-23.6243754
725,restaurant,-46.6619786,-23.6243068
